athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Mira Szimcsak,HUN,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7116.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viviane Jungblut,BRA,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7116.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachele Bruni,ITA,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7116.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Gabbrielleschi,ITA,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7117.01,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbara Pozzobon,ITA,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7118.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ginevra Taddeucci,ITA,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7118.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sofie Callo,ITA,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7120.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silvia Ciccarella,ITA,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7120.01,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Olasz,HUN,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7121.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Berton,ITA,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7142.01,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reka Rohacs,HUN,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7144.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veronica Santoni,ITA,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7144.01,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alena Benesova,CZE,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7163.01,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klaudia Tarasiewicz,POL,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7263.01,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivien Nett,HUN,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7264.01,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenka Sterbova,CZE,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7278.01,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nefeli Evangelia Giannopoulou,GRE,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7281.01,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julie Pleskotova,CZE,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7282.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diana Taszhanova,KAZ,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7283.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eva Fabian,ISR,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7331.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca Vas,HUN,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7350.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie Zubalikova,CZE,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7388.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marina Triantafyllidi,GRE,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7731.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arianna Valloni,SMR,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7732.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zsofia Varga,HUN,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,7868.01,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hazel Bentley,IRL,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,29.0,8008.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
