athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Leonie Beck,GER,08/21/2022,European Championships,"Ostia, ITA",10.0,NW,Neutral,25.0,7273.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ginevra Taddeucci,ITA,08/21/2022,European Championships,"Ostia, ITA",10.0,NW,Neutral,25.0,7275.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelica Andre,POR,08/21/2022,European Championships,"Ostia, ITA",10.0,NW,Neutral,25.0,7276.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Van Rouwendaal,NED,08/21/2022,European Championships,"Ostia, ITA",10.0,NW,Neutral,25.0,7276.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachele Bruni,ITA,08/21/2022,European Championships,"Ostia, ITA",10.0,NW,Neutral,25.0,7291.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Olasz,HUN,08/21/2022,European Championships,"Ostia, ITA",10.0,NW,Neutral,25.0,7293.4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Gabbrielleschi,ITA,08/21/2022,European Championships,"Ostia, ITA",10.0,NW,Neutral,25.0,7329.3,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madelon Catteau,FRA,08/21/2022,European Championships,"Ostia, ITA",10.0,NW,Neutral,25.0,7337.7,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurelie Muller,FRA,08/21/2022,European Championships,"Ostia, ITA",10.0,NW,Neutral,25.0,7341.6,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reka Rohacs,HUN,08/21/2022,European Championships,"Ostia, ITA",10.0,NW,Neutral,25.0,7402.3,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria De Valdes,ESP,08/21/2022,European Championships,"Ostia, ITA",10.0,NW,Neutral,25.0,7405.9,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alena Benesova,CZE,08/21/2022,European Championships,"Ostia, ITA",10.0,NW,Neutral,25.0,7408.8,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lea Boy,GER,08/21/2022,European Championships,"Ostia, ITA",10.0,NW,Neutral,25.0,7484.3,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spela Perse,SLO,08/21/2022,European Championships,"Ostia, ITA",10.0,NW,Neutral,25.0,7570.8,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivien Balogh,HUN,08/21/2022,European Championships,"Ostia, ITA",10.0,NW,Neutral,25.0,7631.2,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angela Martinez Guillen,ESP,08/21/2022,European Championships,"Ostia, ITA",10.0,NW,Neutral,25.0,7633.4,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eva Fabian,ISR,08/21/2022,European Championships,"Ostia, ITA",10.0,NW,Neutral,25.0,7643.8,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mafalda Rosa,POR,08/21/2022,European Championships,"Ostia, ITA",10.0,NW,Neutral,25.0,7656.3,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ella Dyson,GBR,08/21/2022,European Championships,"Ostia, ITA",10.0,NW,Neutral,25.0,7673.1,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arianna Valloni,SMR,08/21/2022,European Championships,"Ostia, ITA",10.0,NW,Neutral,25.0,8007.5,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleur Lewis,CZE,08/21/2022,European Championships,"Ostia, ITA",10.0,NW,Neutral,25.0,8010.1,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
